Date,equity
2009-11-22,910372.2810896495
2009-11-23,920023.664163188
2009-11-24,921973.1841503034
2009-11-25,926406.0049316979
2009-11-26,926406.0049316979
2009-11-27,914268.4889704621
2009-11-28,914268.4889704621
2009-11-29,914268.4889704621
2009-11-30,914854.6537138326
2009-12-01,929528.9888745878
2009-12-02,929638.4120527202
2009-12-03,924282.9564967154
2009-12-04,934309.4522216379
2009-12-05,934309.4522216379
2009-12-06,934309.4522216379
2009-12-07,934093.4918293018
2009-12-08,923424.6141802295
2009-12-09,925596.3277790002
2009-12-10,934772.5302333116
2009-12-11,944063.9575492827
2009-12-12,944063.9575492827
2009-12-13,944063.9575492827
2009-12-14,954079.8740453933
2009-12-15,952106.814863417
2009-12-16,950577.1647753445
2009-12-17,939672.6069283948
2009-12-18,941929.250763097
2009-12-19,941929.250763097
2009-12-20,941929.250763097
2009-12-21,951524.528174567
2009-12-22,951715.8479582018
2009-12-23,955579.7509708941
2009-12-24,957764.0937154123
2009-12-25,957764.0937154123
2009-12-26,957764.0937154123
2009-12-27,957764.0937154123
2009-12-28,956599.2755696789
2009-12-29,959541.9137482014
2009-12-30,953837.5666698867
2009-12-31,942699.8643978828
2010-01-01,942699.8643978828
2010-01-02,942699.8643978828
2010-01-03,942699.8643978828
2010-01-04,955603.10335817
2010-01-05,954530.5918778646
2010-01-06,959966.8638221653
2010-01-07,958036.466858739
2010-01-08,958726.040261242
